Geracao;Iteracao_1;Iteracao_2;Iteracao_3;Iteracao_4;Iteracao_5;Iteracao_6;Iteracao_7;Iteracao_8;Iteracao_9;Iteracao_10;Iteracao_11;Iteracao_12;Iteracao_13;Iteracao_14;Iteracao_15;Iteracao_16;Iteracao_17;Iteracao_18;Iteracao_19;Iteracao_20;Iteracao_21;Iteracao_22;Iteracao_23;Iteracao_24;Iteracao_25;Iteracao_26;Iteracao_27;Iteracao_28;Iteracao_29;Iteracao_30
161;10247;11371;11083;10995;10607;11808;11382;10730;11680;9725;11377;10974;11092;10933;11447;11262;12284;11192;11074;10712;10380;12257;11456;11845;10902;11859;11709;11120;10620;10618
162;10247;11371;11083;10995;10607;11808;11382;10730;11680;9725;11377;10824;11092;10933;11442;11262;12284;11192;11074;10712;10380;12107;11456;11845;10737;11859;11709;11120;10620;10612
163;10247;11371;11083;10995;10607;11808;11222;10730;11680;9725;11377;10824;11092;10933;11442;11262;12284;11192;11024;10712;10380;12107;11383;11789;10737;11859;11709;11120;10538;10612
164;10222;11371;11083;10995;10607;11808;11082;10730;11680;9725;11377;10824;10942;10933;11442;11262;12134;11192;11009;10712;10380;12107;11383;11789;10737;11859;11709;10970;10170;10612
165;10222;11371;11083;10995;10607;11703;11082;10730;11680;9725;11377;10674;10917;10933;11442;11262;12134;11093;10914;10712;10375;12107;11233;11789;10737;11851;11709;10970;10170;10448
166;10222;11371;10933;10975;10607;11703;11082;10730;11680;9725;11377;10674;10917;10933;11442;11262;12134;11093;10914;10712;10375;12102;11233;11670;10737;11851;11559;10970;10170;10448
167;10222;11371;10933;10975;10607;11703;11082;10610;11680;9725;11227;10674;10917;10933;11442;11262;12134;11057;10914;10712;10375;12102;11233;11652;10717;11851;11559;10970;10073;10448
168;10222;11221;10933;10975;10457;11703;11082;10558;11680;9725;11227;10674;10817;10933;11442;11262;12134;10757;10914;10712;10375;11952;11233;11652;10717;11744;11544;10970;10073;10448
169;10222;11221;10933;10975;10457;11703;11082;10558;11680;9725;11227;10539;10817;10933;11442;11262;12014;10757;10914;10712;10375;11952;11233;11652;10717;11744;11544;10970;10068;10448
170;10222;11221;10933;10935;10307;11703;11082;10558;11680;9725;11227;10529;10817;10933;11007;11262;11984;10757;10914;10712;10375;11937;11053;11652;10717;11622;11544;10970;9931;10448
171;10222;11211;10933;10935;10307;11703;11082;10558;11650;9623;11227;10389;10737;10783;11007;11262;11984;10757;10914;10712;10375;11937;11053;11652;10717;11551;11544;10970;9931;10316
172;10162;11211;10933;10935;10307;11703;11082;10558;11650;9623;11227;10389;10737;10783;11007;11262;11984;10757;10869;10712;10375;11937;11053;11512;10717;11551;11544;10820;9931;10316
173;9975;11211;10933;10785;10307;11700;11082;10320;11650;9623;11227;10389;10677;10783;11007;11262;11984;10757;10869;10707;10375;11937;11053;11512;10717;11551;11544;10820;9931;10316
174;9975;11211;10933;10785;10307;11550;11082;10320;11650;9623;11227;10389;10667;10678;11007;11262;11984;10757;10869;10707;10375;11937;11053;11507;10717;11551;11544;10820;9931;10316
175;9975;11211;10933;10785;10307;11550;11082;10320;11650;9623;11227;10389;10667;10618;11007;11262;11834;10757;10869;10707;10375;11937;10903;11507;10717;11551;11544;10670;9913;10316
176;9975;11211;10783;10785;10307;11550;11082;10320;11650;9575;11227;10379;10667;10618;11007;11262;11834;10757;10761;10707;10375;11937;10903;11507;10717;11551;11544;10670;9913;10316
177;9975;11211;10783;10640;10307;11385;11082;10320;11650;9575;11077;10379;10667;10618;11007;11262;11834;10757;10761;10707;10355;11937;10903;11507;10637;11551;11544;10670;9773;10308
178;9975;11063;10783;10640;10307;11385;11082;10320;11650;9575;11077;10379;10667;10528;11007;11260;11809;10607;10761;10707;10355;11937;10903;11377;10637;11551;11544;10670;9773;10308
179;9975;11063;10783;10640;10307;11385;11082;10320;11650;9575;11077;10379;10667;10518;10977;11260;11809;10607;10761;10707;10355;11937;10903;11377;10637;11426;11544;10670;9773;10308
180;9975;11063;10783;10640;10307;11385;11082;10320;11650;9575;11077;10305;10667;10383;10927;11247;11809;10607;10641;10707;10355;11937;10903;11377;10637;11426;11544;10670;9743;10308
181;9975;10933;10783;10640;10307;11385;10932;10320;11650;9575;11077;10305;10667;10383;10927;11245;11809;10607;10451;10707;10355;11937;10903;11242;10502;11426;11544;10670;9743;10308
182;9975;10933;10783;10640;10307;11385;10932;10170;11505;9575;10942;10305;10667;10383;10927;11245;11809;10607;10448;10707;10355;11937;10753;11242;10502;11426;11544;10670;9743;10166
183;9975;10933;10783;10535;10307;11385;10932;10170;11401;9575;10942;10305;10667;10273;10927;10947;11809;10607;10438;10707;10355;11937;10753;11242;10502;11426;11544;10670;9743;10166
184;9975;10933;10783;10535;10307;11273;10932;10170;11401;9575;10942;10305;10667;10273;10808;10947;11809;10607;10438;10707;10355;11787;10753;11242;10472;11426;11544;10670;9743;10166
185;9975;10933;10783;10535;10307;11245;10932;10170;11401;9575;10942;10305;10667;10123;10808;10947;11809;10607;10438;10557;10355;11772;10753;11217;10472;11426;11544;10520;9743;10166
186;9975;10933;10783;10360;10307;11245;10782;10170;11205;9575;10942;10305;10667;10123;10808;10947;11809;10607;10438;10557;10355;11772;10633;11217;10472;11426;11544;10520;9743;10016
187;9975;10933;10783;10360;10307;11245;10782;10170;11205;9575;10822;10305;10667;10083;10777;10947;11809;10607;10438;10557;10225;11772;10633;11217;10472;11426;11544;10520;9743;10016
188;9975;10933;10763;10360;10307;11245;10782;10170;11205;9575;10782;10305;10612;10083;10777;10947;11534;10607;10438;10477;10225;11772;10633;11217;10472;11426;11544;10520;9743;10016
189;9975;10933;10763;10340;10307;11245;10782;10170;11205;9575;10782;10272;10612;9973;10772;10817;11534;10607;10438;10192;10225;11772;10633;11217;10472;11426;11544;10520;9743;9866
190;9975;10933;10763;10340;10307;10930;10782;10170;11205;9575;10782;10272;10612;9973;10607;10817;11534;10602;10438;10192;10225;11622;10633;11217;10472;11426;11544;10520;9743;9856
191;9975;10933;10763;10340;10307;10930;10632;10170;11205;9430;10682;10272;10612;9943;10607;10817;11519;10602;10438;10192;10205;11622;10633;11217;10472;11426;11544;10520;9593;9856
192;9975;10933;10763;10340;10307;10930;10632;10170;11205;9430;10682;10250;10612;9943;10337;10817;11494;10602;10438;10192;10205;11622;10633;11067;10472;11426;11544;10520;9593;9731
193;9975;10933;10638;10340;10307;10930;10522;10170;11205;9430;10682;10173;10612;9943;10182;10817;11414;10602;10438;10192;10205;11622;10633;11067;10472;11426;11544;10520;9593;9731
194;9975;10933;10638;10340;10307;10930;10482;9915;11205;9430;10682;10173;10612;9943;10182;10817;11219;10602;10438;10192;10205;11622;10633;11067;10317;11426;11544;10520;9593;9731
195;9975;10933;10638;10340;10307;10930;10482;9915;11205;9425;10682;10173;10532;9943;10167;10817;11219;10602;10438;10042;10205;11622;10633;11060;10157;11426;11544;10520;9593;9731
196;9975;10933;10638;10340;10307;10930;10482;9915;11205;9410;10682;10173;10532;9928;10167;10817;11219;10602;10438;10042;10205;11622;10633;11060;10157;11426;11544;10520;9593;9731
197;9975;10793;10638;10340;10307;10780;10482;9915;11205;9410;10682;10173;10532;9928;10167;10817;11219;10602;10438;10042;10205;11622;10633;11060;10157;11426;11544;10520;9451;9731
198;9975;10793;10638;10340;10307;10780;10482;9870;11205;9410;10682;10168;10532;9928;10167;10817;11219;10602;10438;10042;10205;11612;10633;11060;10157;11426;11544;10520;9451;9731
199;9975;10633;10638;10275;10307;10780;10482;9870;11190;9410;10682;10155;10532;9918;10167;10817;11194;10602;10438;10042;10205;11612;10633;11060;10157;11136;11544;10520;9451;9731
200;9975;10633;10638;10230;10142;10780;10482;9870;11190;9405;10682;10155;10532;9918;10167;10817;11194;10602;10438;9912;10205;11612;10633;11060;10007;11136;11544;10520;9451;9731
201;9975;10633;10638;10230;10142;10780;10482;9870;11190;9405;10682;10155;10532;9918;10167;10807;11044;10602;10293;9853;10205;11612;10483;11060;10007;11136;11544;10520;9451;9731
202;9975;10633;10638;10100;10142;10780;10482;9870;11190;9405;10682;10155;10532;9918;10167;10807;11044;10602;10293;9853;10205;11612;10183;11060;10007;11136;11374;10520;9451;9731
203;9975;10633;10638;10100;10142;10780;10482;9870;11190;9405;10682;10155;10532;9843;10167;10807;11044;10602;10293;9853;10205;11612;10183;11060;10007;11136;11374;10520;9448;9731
204;9975;10633;10638;10100;10142;10780;10482;9870;11190;9275;10532;10155;10532;9678;10167;10807;10894;10602;10293;9853;10065;11602;10183;11060;10007;11136;11374;10450;9301;9731
205;9780;10633;10493;10100;10142;10780;10482;9765;11190;9275;10532;9988;10532;9678;10167;10807;10894;10602;10288;9853;10065;11602;10183;11060;10007;11136;11374;10450;9301;9731
206;9780;10633;10418;10100;10142;10780;10482;9765;11190;9275;10532;9988;10532;9678;10167;10807;10894;10452;10288;9808;10065;11602;10183;11060;10007;11126;11209;10450;9293;9731
207;9780;10633;10418;10100;10142;10780;10482;9765;11190;9275;10532;9988;10532;9613;10167;10807;10894;10452;10288;9808;10065;11590;10183;11052;10007;11026;11209;10450;9293;9693
208;9780;10633;10418;10100;10142;10780;10482;9765;11190;9275;10517;9988;10532;9613;10167;10807;10894;10452;10288;9808;10065;11590;10183;11052;9857;10988;11059;10450;9293;9693
209;9780;10633;10418;10100;10142;10780;10317;9765;11190;9275;10517;9988;10510;9613;10167;10807;10894;10452;10288;9808;10065;11590;10183;11052;9857;10986;11059;10305;9293;9693
210;9780;10633;10418;10100;10142;10780;10317;9765;11065;9275;10517;9988;10510;9613;10167;10807;10894;10452;10288;9795;10065;11455;10033;11052;9857;10986;11059;10305;9143;9543
211;9780;10633;10418;10055;10142;10780;10167;9765;11065;9275;10517;9988;10510;9613;10167;10807;10894;10452;10288;9795;10065;11455;10033;11052;9857;10986;11059;10305;9143;9543
212;9780;10633;10418;10055;10142;10780;10167;9765;11065;9275;10392;9988;10510;9613;10167;10807;10894;10452;10288;9795;10065;11455;10033;11052;9857;10986;11059;10305;8993;9543
213;9780;10498;10418;10055;10142;10780;10167;9765;10923;9275;10392;9988;10510;9613;10167;10700;10894;10452;10138;9795;10065;11282;10033;11052;9857;10986;11059;10105;8993;9543
214;9780;10498;10418;10047;10142;10780;10167;9725;10915;9275;10392;9988;10380;9613;10167;10700;10869;10452;10138;9673;10065;11282;10033;11052;9857;10986;11054;10105;8993;9543
215;9780;10498;10418;10047;10142;10780;10167;9615;10803;9275;10392;9888;10380;9613;10167;10505;10849;10452;10138;9673;9915;11282;9733;11052;9857;10986;10785;10105;8993;9393
216;9780;10498;10418;10047;10142;10780;10167;9615;10803;9275;10392;9888;10380;9508;10167;10505;10729;10452;10138;9658;9915;11282;9733;11052;9857;10981;10774;10095;8993;9393
217;9780;10498;10418;10047;10142;10780;10167;9615;10803;9275;10392;9888;10362;9508;10167;10505;10729;10452;10138;9527;9905;11282;9733;11052;9857;10836;10774;9945;8993;9393
218;9780;10498;10418;10047;10142;10780;10167;9615;10803;9260;10382;9868;10362;9508;10167;10505;10729;10452;10138;9527;9830;11282;9583;10902;9832;10836;10774;9945;8993;9108
219;9645;10348;10418;10047;10142;10780;10167;9615;10803;9125;10287;9718;10362;9508;10167;10505;10729;10452;10138;9487;9830;11282;9583;10902;9832;10836;10609;9945;8993;9108
220;9645;10243;10418;10047;10047;10780;10167;9615;10803;9110;10277;9718;10362;9508;10167;10505;10729;10452;10138;9347;9830;11282;9583;10902;9832;10836;10609;9945;8993;8976
221;9645;10208;10418;10047;10047;10780;10017;9615;10803;9110;10242;9718;10322;9508;10167;10355;10729;10452;10138;9193;9830;11282;9583;10752;9707;10836;10609;9945;8993;8976
222;9638;10208;10418;10047;10004;10780;10017;9615;10803;9110;10127;9718;10207;9508;10167;10355;10474;10452;10138;9193;9830;11282;9583;10752;9707;10836;10609;9940;8993;8976
223;9638;10198;10418;9897;9992;10780;10017;9615;10803;9110;10102;9718;10207;9478;10167;10355;10474;10452;10138;9193;9830;11282;9583;10752;9707;10836;10609;9940;8993;8976
224;9638;10198;10418;9897;9992;10780;10017;9615;10773;9110;9952;9678;10207;9478;10167;10355;10474;10452;10138;9193;9830;11282;9583;10752;9707;10836;10609;9940;8993;8976
225;9638;10198;10418;9897;9992;10780;10017;9615;10773;9110;9952;9678;10207;9478;10167;10355;10474;10452;10138;9193;9830;11160;9583;10752;9707;10721;10609;9940;8993;8976
226;9635;10198;10418;9897;9992;10780;10017;9615;10773;9110;9952;9678;10207;9233;10167;10355;10474;10452;10138;9193;9830;11150;9583;10752;9707;10701;10609;9940;8993;8826
227;9635;10078;10418;9897;9992;10780;10017;9487;10608;9110;9952;9678;10169;9233;10167;10355;10474;10452;10138;9193;9830;11132;9433;10752;9707;10701;10609;9935;8993;8826
228;9635;10078;10268;9897;9992;10780;10017;9487;10608;9110;9952;9678;10105;9233;10167;10355;10474;10452;10138;9193;9830;11030;9433;10602;9707;10701;10609;9935;8993;8821
229;9503;10068;10268;9897;9992;10780;10017;9487;10608;9110;9952;9678;10100;9233;10072;10355;10474;10452;10138;9193;9830;11030;9433;10602;9557;10571;10609;9925;8993;8821
230;9503;10058;10268;9867;9992;10780;10017;9487;10608;9110;9807;9678;10100;9233;10022;10355;10474;10452;10138;9193;9830;11030;9433;10602;9557;10571;10609;9925;8993;8816
231;9503;10058;10268;9867;9992;10780;10017;9487;10608;9110;9802;9678;10100;9233;10022;10355;10474;10452;10138;9193;9830;11030;9433;10602;9557;10571;10609;9925;8993;8816
232;9503;10058;10268;9612;9992;10780;10017;9347;10608;9110;9802;9678;10100;9233;9867;10340;10474;10452;10138;9193;9830;11030;9433;10602;9557;10571;10609;9920;8993;8816
233;9503;10058;10268;9612;9992;10780;10017;9337;10608;9110;9802;9678;10100;9218;9867;10340;10464;10452;10138;9153;9726;10990;9433;10587;9557;10571;10609;9920;8993;8816
234;9503;10048;10133;9612;9992;10780;10017;9337;10608;9110;9802;9678;10100;9103;9733;10205;10324;10452;10138;9153;9726;10990;9433;10587;9522;10556;10609;9910;8993;8676
235;9503;9883;10133;9612;9992;10780;10017;9337;10494;9110;9657;9678;10100;9083;9733;10205;10324;10302;9988;9153;9726;10990;9433;10587;9522;10551;10609;9910;8993;8676
236;9503;9883;10133;9567;9842;10780;10017;9337;10494;8960;9657;9678;10100;9083;9733;10205;10324;10302;9988;9153;9726;10990;9433;10587;9522;10551;10609;9910;8993;8676
237;9503;9883;10133;9567;9842;10780;10017;9172;10439;8960;9657;9678;10050;9083;9733;10205;10324;10302;9988;9043;9726;10990;9433;10587;9522;10551;10444;9910;8993;8676
238;9218;9883;10133;9567;9842;10780;10017;9172;10439;8960;9657;9660;10050;9083;9717;10205;10289;10302;9988;9043;9576;10990;9433;10587;9442;10551;10444;9910;8993;8676
239;9218;9883;10133;9552;9842;10780;10017;9172;10439;8960;9657;9660;9895;9083;9717;10205;10289;10302;9988;9043;9576;10990;9433;10587;9387;10536;10444;9910;8993;8676
240;9218;9883;10133;9552;9842;10780;10017;9172;10439;8960;9657;9660;9890;9083;9717;10205;10289;10302;9988;9043;9576;10990;9283;10587;9387;10536;10444;9690;8993;8676
241;9088;9883;10133;9552;9842;10780;10017;9172;10439;8960;9657;9660;9890;9083;9717;10055;10269;10302;9988;9043;9576;10848;9283;10587;9337;10386;10444;9690;8993;8676
242;9088;9799;10133;9547;9842;10780;10017;9172;10049;8960;9657;9660;9890;9068;9717;10055;10164;10302;9988;9043;9576;10803;9283;10587;9337;10386;10444;9690;8993;8676
243;9088;9799;10118;9547;9842;10650;10017;9152;10049;8960;9657;9655;9755;9068;9717;10055;10018;10302;9988;9043;9576;10803;9283;10587;9337;10386;10444;9690;8993;8676
244;9083;9773;10118;9547;9692;10650;10017;9152;10049;8960;9657;9655;9755;9068;9567;10055;10018;10302;9988;9043;9576;10803;9283;10587;9292;10386;10444;9690;8993;8676
245;9083;9773;10118;9402;9692;10650;10017;9152;10049;8960;9657;9655;9755;9068;9567;10055;10018;10302;9988;9033;9576;10803;9283;10587;9292;10386;10444;9685;8993;8676
246;9083;9773;9983;9402;9692;10650;10017;9152;10049;8960;9577;9655;9755;9068;9567;10055;9714;10302;9988;9033;9576;10795;9138;10587;9157;10386;10444;9685;8993;8676
247;9083;9773;9983;9402;9692;10650;10017;9152;10049;8810;9577;9655;9755;9043;9567;10055;9714;10302;9988;9033;9576;10795;9138;10587;9137;10386;10444;9685;8993;8676
248;9083;9773;9983;9402;9692;10650;10017;9152;10049;8810;9577;9655;9755;9023;9417;10055;9689;10302;9988;9033;9576;10795;9138;10450;9137;10386;10444;9685;8993;8676
249;9083;9753;9983;9402;9692;10520;10017;9152;10004;8810;9577;9635;9755;9023;9417;10040;9689;10302;9988;9023;9576;10795;9138;10450;9137;10386;10444;9685;8993;8676
250;9083;9753;9983;9402;9692;10520;10017;9152;10004;8810;9532;9635;9755;9023;9417;10040;9564;10243;9988;9023;9576;10795;9123;10450;9137;10386;10444;9685;8993;8676
251;9083;9753;9983;9402;9692;10520;10017;9152;10004;8810;9382;9635;9755;9023;9417;10040;9564;10243;9988;9023;9576;10795;9123;10450;9023;10086;10444;9685;8843;8676
252;9083;9753;9983;9402;9566;10520;10017;9152;10004;8810;9382;9580;9755;9023;9267;10040;9564;10243;9988;9023;9576;10795;9123;10450;9023;10086;10444;9685;8843;8676
253;9083;9623;9983;9402;9562;10520;10017;9152;10004;8810;9382;9580;9755;9023;9267;10040;9539;10243;9988;9023;9576;10510;8973;10445;9023;10086;10444;9685;8843;8676
254;9083;9623;9983;9402;9562;10520;10017;9152;10004;8810;9382;9580;9705;9023;9267;9870;9539;10243;9988;9023;9576;10388;8973;10440;9023;10086;10444;9685;8843;8676
255;9083;9623;9983;9402;9562;10520;10017;9152;10004;8810;9362;9580;9705;9023;9267;9870;9414;10243;9988;9023;9576;10388;8973;10440;8987;10086;10444;9685;8843;8676
256;9083;9623;9851;9402;9562;10520;9882;9152;9889;8810;9362;9580;9705;9013;9267;9870;9414;10243;9988;9023;9446;10388;8973;10440;8987;10086;10444;9685;8843;8676
257;9083;9623;9851;9402;9562;10370;9882;9152;9889;8810;9362;9580;9705;8938;9267;9870;9414;10243;9988;9023;9446;10238;8973;10315;8987;10086;10444;9685;8843;8676
258;9083;9623;9851;9402;9542;10370;9882;9152;9889;8810;9362;9540;9690;8873;9267;9870;9414;10093;9988;8873;9391;10238;8973;10315;8987;10086;10444;9670;8783;8676
259;9083;9623;9851;9402;9542;10370;9882;9152;9889;8810;9362;9540;9690;8873;9117;9870;9414;10093;9988;8873;9391;10238;8973;10315;8987;10086;10444;9670;8783;8676
260;9083;9603;9851;9402;9542;10370;9882;9152;9889;8810;9362;9510;9690;8873;9117;9735;9279;10093;9988;8873;9391;10238;8973;10315;8987;10086;10444;9670;8783;8526
261;9083;9603;9851;9402;9542;10370;9882;8987;9889;8810;9362;9510;9555;8873;9117;9735;9279;10093;9838;8873;9391;10238;8823;10315;8987;10086;10279;9670;8783;8526
262;9021;9478;9851;9402;9417;10370;9882;8987;9889;8810;9362;9510;9555;8873;9117;9735;9279;10093;9838;8868;9391;10238;8823;10315;8987;10086;10279;9670;8783;8526
263;9021;9478;9851;9402;9417;10370;9827;8987;9889;8810;9362;9510;9555;8873;9117;9735;9154;10093;9838;8781;9391;10238;8823;10315;8987;10086;10279;9670;8783;8526
264;9021;9453;9851;9402;9417;10370;9827;8967;9889;8810;9362;9390;9555;8873;9012;9735;9154;10093;9838;8781;9391;10238;8823;10315;8987;10086;10279;9670;8783;8526
265;9021;9453;9851;9402;9417;10370;9827;8817;9889;8810;9362;9390;9555;8873;9012;9735;9154;10093;9838;8781;9391;10238;8823;10315;8987;10086;10279;9535;8783;8381
266;9021;9453;9851;9402;9417;10370;9732;8817;9889;8810;9362;9390;9555;8873;9012;9735;9154;10093;9838;8781;9391;10238;8823;10313;8987;10086;10279;9535;8773;8381
267;9021;9453;9851;9402;9417;10370;9732;8817;9874;8660;9362;9390;9555;8873;8967;9735;9154;10093;9838;8781;9391;10238;8823;10313;8987;10086;10279;9535;8773;8381
268;9021;9303;9851;9402;9417;10370;9732;8817;9874;8660;9362;9390;9555;8873;8967;9735;9154;10093;9838;8781;9391;10238;8823;10313;8987;9944;10279;9535;8773;8251
269;8938;9303;9701;9402;9417;10370;9732;8817;9874;8660;9212;9390;9555;8873;8967;9589;9154;10093;9838;8781;9391;10238;8823;10313;8987;9944;10279;9535;8773;8251
270;8933;9303;9701;9402;9417;10370;9732;8817;9874;8660;9212;9375;9555;8873;8967;9589;8984;10093;9838;8734;9366;10238;8823;10313;8987;9944;10279;9535;8773;8251
271;8933;9303;9701;9387;9417;10370;9732;8817;9874;8660;9212;9375;9555;8873;8967;9585;8984;10093;9688;8616;9241;10238;8823;10313;8987;9944;10279;9535;8773;8251
272;8933;9303;9701;9387;9417;10195;9597;8702;9874;8660;9212;9225;9555;8873;8967;9585;8984;10093;9688;8584;9241;10238;8823;10313;8987;9936;10279;9520;8773;8251
273;8933;9303;9701;9387;9402;10195;9432;8702;9874;8660;9212;9225;9555;8873;8967;9515;8984;10093;9688;8584;9241;10238;8823;10313;8987;9936;10279;9520;8773;8251
274;8933;9303;9701;9387;9402;10195;9432;8702;9874;8660;9212;9225;9410;8873;8967;9515;8984;10093;9688;8398;9241;10238;8823;10313;8987;9936;10279;9520;8773;8251
275;8933;9303;9701;9387;9402;10195;9432;8702;9874;8660;9212;9225;9410;8873;8967;9515;8984;10093;9688;8398;9241;10238;8823;10295;8987;9936;10149;9520;8773;8251
276;8933;9303;9698;9387;9402;10195;9432;8702;9874;8660;9212;9225;9410;8873;8967;9515;8984;10093;9688;8398;9241;10238;8798;10295;8987;9876;10149;9520;8773;8251
277;8933;9303;9698;9387;9402;10195;9432;8702;9874;8660;9212;9225;9405;8873;8967;9515;8984;10093;9688;8398;9241;10238;8673;10295;8987;9856;10149;9520;8773;8251
278;8933;9303;9698;9387;9402;10195;9432;8702;9874;8660;9212;9225;9405;8873;8967;9435;8984;10093;9688;8398;9241;10238;8673;10295;8987;9856;10134;9520;8773;8251
279;8933;9303;9698;9387;9402;10195;9432;8702;9874;8645;9212;9225;9405;8873;8927;9435;8984;10093;9688;8398;9241;10238;8673;10295;8987;9856;10134;9520;8773;8251
280;8918;9303;9698;9387;9402;10195;9432;8702;9874;8645;9212;9225;9405;8873;8927;9435;8984;10093;9688;8398;9101;10238;8673;10295;8987;9856;10134;9520;8773;8251
281;8918;9303;9548;9387;9402;10195;9432;8702;9874;8645;9212;9170;9400;8873;8927;9435;8984;10093;9688;8279;9101;10238;8673;10295;8987;9794;10134;9520;8773;8251
282;8918;9288;9546;9387;9402;10195;9432;8702;9874;8645;9212;9170;9400;8873;8927;9435;8844;10093;9688;8279;9101;10238;8673;10295;8987;9794;10134;9520;8773;8246
283;8918;9288;9546;9387;9402;10195;9432;8702;9874;8590;9212;9170;9400;8873;8927;9120;8811;10093;9538;8279;9051;10238;8673;10295;8987;9794;10119;9520;8773;8231
284;8918;9288;9546;9277;9402;10195;9432;8702;9874;8510;9212;9170;9400;8873;8882;9120;8811;10093;9538;8279;9051;10223;8673;10295;8987;9786;10119;9520;8773;8231
285;8918;9288;9546;9257;9402;9770;9432;8702;9874;8510;9212;9020;9400;8873;8882;9120;8811;10093;9538;8279;9051;10223;8673;10295;8987;9786;10119;9520;8773;8231
286;8918;9288;9426;9257;9402;9770;9432;8702;9874;8510;9212;9020;9400;8873;8802;9120;8656;10093;9538;8279;9051;10223;8673;10295;8987;9786;9979;9370;8773;8231
287;8918;9288;9426;9252;9402;9750;9432;8702;9874;8510;9212;9020;9400;8873;8802;9120;8656;10093;9403;8279;9051;10223;8673;10145;8987;9786;9821;9370;8773;8231
288;8918;9288;9426;9252;9402;9750;9432;8702;9874;8510;9212;9020;9400;8873;8802;9120;8656;10093;9403;8263;9051;10223;8523;10145;8987;9786;9821;9370;8765;8231
289;8918;9288;9426;9252;9402;9750;9432;8692;9874;8510;9212;9020;9400;8873;8802;9120;8656;10093;9403;8263;9051;10223;8523;10145;8987;9786;9821;9370;8765;8231
290;8918;9288;9426;9252;9402;9750;9432;8692;9874;8510;9212;9020;9400;8873;8802;9120;8656;10093;9403;8263;9051;10223;8523;10145;8987;9779;9821;9370;8765;8231
291;8918;9288;9416;9252;9402;9750;9432;8692;9874;8510;9212;9020;9390;8873;8802;9120;8656;10093;9403;8263;9046;10223;8523;10145;8870;9779;9821;9260;8765;8231
292;8918;9288;9416;9252;9402;9745;9432;8692;9724;8430;9212;8870;9390;8873;8802;9110;8656;10093;9403;8263;9046;10223;8523;10145;8870;9779;9821;9260;8765;8231
293;8918;9288;9416;9252;9402;9745;9432;8692;9724;8430;9212;8870;9390;8873;8802;9110;8656;10093;9403;8263;9046;10223;8523;10145;8870;9779;9821;8945;8765;8231
294;8918;9288;9416;9252;9272;9605;9432;8692;9724;8430;9212;8870;9370;8728;8802;9110;8656;10093;9403;8263;9046;10223;8393;10145;8870;9779;9821;8945;8765;8231
295;8918;9288;9416;9252;9272;9605;9432;8692;9724;8430;9212;8860;9370;8728;8802;9110;8656;10093;9403;8263;9046;10223;8393;10145;8792;9779;9821;8945;8765;8231
296;8918;9288;9416;9087;9272;9605;9432;8692;9724;8430;9212;8860;9370;8723;8802;9110;8656;10093;9403;8263;9046;10223;8393;10145;8792;9779;9821;8945;8765;8231
297;8918;9288;9416;9087;9272;9605;9432;8692;9724;8430;9212;8860;9370;8723;8802;9110;8656;10023;9403;8263;9046;10223;8363;10145;8792;9629;9821;8942;8765;8231
298;8918;9273;9416;9087;9272;9605;9432;8647;9724;8430;9212;8830;9370;8723;8802;9110;8656;10023;9403;8263;9046;10223;8363;10145;8792;9629;9821;8925;8765;8231
299;8843;9273;9416;9087;9272;9605;9432;8647;9724;8430;9212;8830;9370;8687;8802;9110;8656;9943;9403;8113;9046;10081;8353;10140;8792;9629;9821;8925;8765;8231
300;8843;9273;9416;9087;9272;9605;9432;8647;9724;8430;9212;8830;9370;8687;8802;9110;8656;9943;9403;8113;9046;10081;8353;9980;8712;9629;9821;8925;8765;8231
301;8768;9273;9416;9087;9272;9605;9432;8642;9724;8430;9212;8710;9370;8687;8802;8980;8656;9943;9403;8113;9046;10081;8353;9980;8712;9629;9821;8925;8765;8231
302;8768;9273;9416;9087;9272;9605;9432;8642;9724;8430;9212;8710;9370;8687;8802;8980;8656;9943;9403;8113;9046;10081;8353;9980;8712;9629;9221;8925;8765;8231
303;8768;9273;9416;8957;9272;9605;9432;8527;9699;8430;9212;8710;9370;8687;8802;8980;8656;9943;9403;8113;9046;10081;8353;9980;8712;9629;9221;8925;8765;8231
304;8768;9273;9416;8957;9272;9600;9432;8527;9574;8420;9212;8710;9370;8687;8802;8980;8656;9943;9403;8113;9046;10081;8353;9980;8712;9629;9221;8925;8765;8231
305;8768;9273;9416;8957;9272;9595;9432;8527;9574;8420;9212;8710;9370;8547;8802;8980;8656;9943;9403;8113;9046;10081;8353;9980;8712;9489;9221;8925;8765;8231
306;8763;9273;9416;8957;9272;9593;9432;8477;9574;8420;9212;8705;9370;8547;8622;8980;8656;9943;9403;8113;9046;10081;8353;9980;8697;9479;9221;8925;8765;8231
307;8763;9273;9416;8957;9272;9560;9432;8477;9574;8420;9212;8705;9370;8547;8622;8980;8656;9943;9403;8113;9046;10081;8353;9980;8697;9479;9221;8925;8765;8231
308;8763;9123;9416;8957;9252;9560;9432;8477;9574;8420;9212;8675;9370;8547;8622;8980;8656;9933;9403;7963;9046;10081;8353;9980;8697;9329;9221;8925;8765;8231
309;8763;9123;9406;8957;9252;9555;9432;8477;9574;8420;9212;8675;9370;8547;8622;8980;8656;9933;9403;7963;9046;10081;8353;9980;8697;9329;9221;8925;8765;8231
